City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
333,margate,51.3813,1.3862,13.83,79,2,4.47,GB,1686209568
334,constantia,44.1833,28.65,23.38,58,60,4.76,RO,1686209393
335,bay roberts,47.5999,-53.2648,9.07,98,100,0.45,CA,1686209606
336,sain alto,23.5833,-103.25,19.67,36,0,3.32,MX,1686209606
337,crane,31.3974,-102.3501,20.47,62,6,4.04,US,1686209606
338,hemsby,52.6971,1.6918,12.45,82,2,6.11,GB,1686209606
339,hajjah,15.6943,43.6058,27.58,35,23,1.99,YE,1686209606
340,toronto,43.7001,-79.4163,16.29,60,100,5.14,CA,1686209465
341,verkhnevilyuysk,63.4453,120.3167,18.75,35,99,2.04,RU,1686209606
342,shingu,33.7333,135.9833,17.97,95,100,2.13,JP,1686209606
343,bollnas,61.3482,16.3946,12.38,45,93,3.16,SE,1686209606
344,huanren,41.2647,125.3667,15.63,88,100,1.24,CN,1686209607
345,bad windsheim,49.5,10.4167,21.53,74,20,0.0,DE,1686209473
346,mohr,54.3528,9.7167,16.13,90,75,3.09,DE,1686209607
347,havran,39.5583,27.0983,21.79,68,75,8.75,TR,1686209607
348,weno,7.4515,151.8468,27.97,89,100,2.57,FM,1686209607
349,vashkivtsi,48.3849,25.5102,20.58,70,47,2.5,UA,1686209607
350,havre,49.5833,0.3333,18.52,82,11,5.66,FR,1686209607
351,kupang,-10.1667,123.5833,32.32,58,40,10.29,ID,1686209607
352,changling,44.2653,124.0005,23.6,28,69,4.86,CN,1686209607
353,uturoa,-16.7333,-151.4333,26.51,67,77,10.33,PF,1686209607
354,guadalupe,25.6833,-100.25,25.19,88,0,0.0,MX,1686209608
355,dolbeau-mistassini,48.8763,-72.212,11.36,80,100,5.12,CA,1686209608
356,petropavlovsk-kamchatsky,53.0452,158.6483,14.33,44,20,5.0,RU,1686209588
357,guaraniacu,-25.1008,-52.8781,10.61,95,0,0.85,BR,1686209608
358,ulladulla,-35.35,150.4667,13.2,68,64,5.01,AU,1686209608
359,calvi,42.5,8.8333,21.35,60,0,1.03,FR,1686209405
360,funaishikawa,36.4667,140.5667,24.0,73,100,3.85,JP,1686209608
361,storkow,52.25,13.9333,26.15,40,51,2.73,DE,1686209608
362,luwuk,-0.9516,122.7875,29.01,70,56,2.66,ID,1686209608
363,yuzhno-kurilsk,44.0306,145.8556,13.02,91,62,1.72,RU,1686209608
364,kijang,35.2442,129.2139,24.85,81,70,2.91,KR,1686209608
365,kailua-kona,19.6406,-155.9956,25.98,95,75,4.63,US,1686209609
